bird.num,year,bird.id,temp.regime
136,2007,Fulmar,cold
137,2007,Fulmar,cold
138,2007,Fulmar,cold
139,2007,Fulmar,cold
140,2007,Fulmar,cold
141,2007,Fulmar,cold
142,2007,Fulmar,cold
143,2007,Fulmar,cold
144,2007,Fulmar,cold
145,2007,Fulmar,cold
146,2007,Fulmar,cold
147,2007,Fulmar,cold
148,2007,Fulmar,cold
149,2007,Fulmar,cold
150,2007,Fulmar,cold
151,2007,Fulmar,cold
152,2007,Fulmar,cold
153,2007,Fulmar,cold
154,2007,Fulmar,cold
155,2007,Fulmar,cold
156,2007,Fulmar,cold
157,2007,Fulmar,cold
158,2007,Fulmar,cold
159,2007,Fulmar,cold
160,2007,Fulmar,cold
161,2007,Fulmar,cold
162,2007,Fulmar,cold
163,2007,Fulmar,cold
164,2007,Fulmar,cold
165,2007,Fulmar,cold
166,2007,Fulmar,cold
167,2007,Fulmar,cold
168,2007,Fulmar,cold
169,2007,Fulmar,cold
170,2007,Fulmar,cold
171,2007,Fulmar,cold
172,2007,Fulmar,cold
173,2007,Fulmar,cold
174,2007,Fulmar,cold
175,2007,Fulmar,cold
176,2007,Fulmar,cold
177,2007,Fulmar,cold
178,2007,Fulmar,cold
179,2007,Fulmar,cold
180,2007,Fulmar,cold
181,2007,Fulmar,cold
182,2007,Fulmar,cold
183,2007,Fulmar,cold
184,2007,Fulmar,cold
185,2007,Fulmar,cold
186,2007,Fulmar,cold
187,2007,Fulmar,cold
188,2007,Fulmar,cold
189,2007,Fulmar,cold
190,2007,Fulmar,cold
191,2007,Fulmar,cold
192,2007,Fulmar,cold
193,2007,Fulmar,cold
194,2007,Fulmar,cold
195,2007,Fulmar,cold
196,2007,Fulmar,cold
197,2007,Fulmar,cold
198,2007,Fulmar,cold
199,2007,Fulmar,cold
200,2007,Fulmar,cold
201,2007,Fulmar,cold
202,2007,Fulmar,cold
203,2007,Fulmar,cold
204,2007,Fulmar,cold
205,2007,Fulmar,cold
206,2007,Fulmar,cold
207,2007,Fulmar,cold
208,2007,Fulmar,cold
209,2007,Fulmar,cold
210,2007,Fulmar,cold
211,2007,Fulmar,cold
212,2007,Fulmar,cold
213,2007,Fulmar,cold
214,2007,Fulmar,cold
215,2007,Fulmar,cold
216,2007,Fulmar,cold
217,2007,Fulmar,cold
218,2007,Fulmar,cold
219,2007,Fulmar,cold
220,2007,Fulmar,cold
221,2007,Fulmar,cold
222,2007,Fulmar,cold
223,2007,Fulmar,cold
224,2007,Fulmar,cold
225,2007,Fulmar,cold
226,2007,Fulmar,cold
227,2007,Fulmar,cold
228,2007,Fulmar,cold
229,2007,Fulmar,cold
230,2007,Fulmar,cold
231,2007,Fulmar,cold
232,2007,Fulmar,cold
233,2007,Fulmar,cold
234,2007,Fulmar,cold
235,2007,Fulmar,cold
236,2007,Fulmar,cold
237,2007,Fulmar,cold
238,2007,Fulmar,cold
239,2007,Fulmar,cold
240,2007,Fulmar,cold
241,2007,Fulmar,cold
242,2007,Fulmar,cold
243,2007,Fulmar,cold
244,2007,Fulmar,cold
245,2007,Fulmar,cold
246,2007,Fulmar,cold
247,2007,Fulmar,cold
248,2007,Fulmar,cold
249,2007,Fulmar,cold
250,2007,Fulmar,cold
251,2007,Fulmar,cold
252,2007,Fulmar,cold
253,2007,Fulmar,cold
254,2007,Fulmar,cold
255,2007,Fulmar,cold
256,2007,Fulmar,cold
257,2007,Fulmar,cold
258,2007,Fulmar,cold
259,2007,Fulmar,cold
260,2007,Fulmar,cold
261,2007,Fulmar,cold
262,2007,Fulmar,cold
263,2007,Fulmar,cold
264,2007,Fulmar,cold
265,2007,Fulmar,cold
266,2007,Fulmar,cold
267,2007,Fulmar,cold
268,2007,Fulmar,cold
269,2007,Fulmar,cold
270,2007,Fulmar,cold
271,2007,Fulmar,cold
272,2007,Fulmar,cold
273,2007,Fulmar,cold
274,2007,Fulmar,cold
275,2007,Fulmar,cold
276,2007,Fulmar,cold
277,2007,Fulmar,cold
278,2007,Fulmar,cold
279,2007,Fulmar,cold
280,2007,Fulmar,cold
281,2007,Fulmar,cold
282,2007,Fulmar,cold
283,2007,Fulmar,cold
284,2007,Fulmar,cold
285,2007,Fulmar,cold
286,2007,Fulmar,cold
287,2007,Fulmar,cold
288,2007,Fulmar,cold
289,2007,Fulmar,cold
290,2007,Fulmar,cold
291,2007,Murre,cold
292,2007,Murre,cold
293,2007,Murre,cold
294,2007,Murre,cold
295,2007,Murre,cold
296,2007,Murre,cold
297,2007,Murre,cold
298,2007,Murre,cold
299,2007,Murre,cold
300,2007,Murre,cold
301,2007,Murre,cold
302,2007,Murre,cold
303,2007,Murre,cold
304,2007,Murre,cold
305,2007,Murre,cold
306,2007,Murre,cold
307,2007,Murre,cold
308,2007,Murre,cold
309,2007,Murre,cold
310,2007,Murre,cold
311,2007,Murre,cold
312,2007,Murre,cold
313,2007,Murre,cold
314,2007,Murre,cold
315,2007,Murre,cold
316,2007,Murre,cold
317,2007,Murre,cold
318,2007,Murre,cold
319,2007,Murre,cold
320,2007,Murre,cold
321,2007,Murre,cold
322,2007,Murre,cold
323,2007,Murre,cold
324,2007,Murre,cold
325,2007,Murre,cold
326,2007,Murre,cold
327,2007,Murre,cold
328,2007,Murre,cold
329,2007,Murre,cold
330,2007,Murre,cold
331,2007,Murre,cold
332,2007,Murre,cold
333,2007,Murre,cold
334,2007,Murre,cold
335,2007,Murre,cold
336,2007,Murre,cold
337,2007,Murre,cold
338,2007,Murre,cold
339,2007,Murre,cold
340,2007,Murre,cold
341,2007,Murre,cold
342,2007,Murre,cold
343,2007,Murre,cold
344,2007,Murre,cold
345,2007,Murre,cold
346,2007,Murre,cold
347,2007,Murre,cold
348,2007,Murre,cold
349,2007,Murre,cold
350,2007,Murre,cold
351,2007,Murre,cold
352,2007,Murre,cold
353,2007,Murre,cold
354,2007,Murre,cold
355,2007,Murre,cold
356,2007,Murre,cold
357,2007,Murre,cold
358,2007,Murre,cold
359,2007,Murre,cold
360,2007,Murre,cold
361,2007,Murre,cold
362,2007,Murre,cold
363,2007,Murre,cold
364,2007,Murre,cold
365,2007,Murre,cold
366,2007,Murre,cold
367,2007,Murre,cold
368,2007,Murre,cold
369,2007,Murre,cold
370,2007,Murre,cold
371,2007,Murre,cold
372,2007,Murre,cold
373,2007,Murre,cold
374,2007,Murre,cold
375,2007,Murre,cold
376,2007,Murre,cold
377,2007,Murre,cold
378,2007,Murre,cold
379,2007,Murre,cold
380,2007,Murre,cold
381,2007,Murre,cold
382,2007,Murre,cold
383,2007,Murre,cold
384,2007,Murre,cold
385,2007,Murre,cold
386,2007,Murre,cold
387,2007,Murre,cold
388,2007,Murre,cold
389,2007,Murre,cold
390,2007,Murre,cold
391,2007,Murre,cold
392,2007,Murre,cold
393,2007,Murre,cold
394,2007,Murre,cold
395,2007,Murre,cold
396,2007,Murre,cold
397,2007,Murre,cold
398,2007,Murre,cold
399,2007,Murre,cold
400,2007,Murre,cold
401,2007,Murre,cold
402,2007,Murre,cold
403,2007,Murre,cold
404,2007,Murre,cold
405,2007,Murre,cold
406,2007,Murre,cold
407,2007,Murre,cold
408,2007,Murre,cold
409,2007,Murre,cold
410,2007,Murre,cold
411,2007,Murre,cold
412,2007,Murre,cold
413,2007,Murre,cold
414,2007,Murre,cold
415,2007,Murre,cold
416,2007,Murre,cold
417,2007,Murre,cold
418,2007,Murre,cold
419,2007,Murre,cold
420,2007,Murre,cold
421,2007,Murre,cold
422,2007,Murre,cold
423,2007,Murre,cold
424,2007,Murre,cold
425,2007,Murre,cold
426,2007,Murre,cold
427,2007,Murre,cold
428,2007,Murre,cold
429,2007,Murre,cold
430,2007,Murre,cold
431,2007,Murre,cold
432,2007,Murre,cold
433,2007,Murre,cold
434,2007,Murre,cold
435,2007,Murre,cold
436,2007,Murre,cold
437,2007,Murre,cold
438,2007,Murre,cold
439,2007,Murre,cold
440,2007,Murre,cold
441,2007,Murre,cold
442,2007,Murre,cold
443,2007,Murre,cold
444,2007,Murre,cold
445,2007,Murre,cold
446,2007,Murre,cold
447,2007,Murre,cold
448,2007,Murre,cold
449,2007,Murre,cold
450,2007,Murre,cold
451,2007,Murre,cold
452,2007,Murre,cold
453,2007,Murre,cold
454,2007,Murre,cold
455,2007,Murre,cold
456,2007,Murre,cold
457,2007,Murre,cold
458,2007,Murre,cold
459,2007,Murre,cold
460,2007,Murre,cold
461,2007,Murre,cold
462,2007,Murre,cold
463,2007,Murre,cold
464,2007,Murre,cold
465,2007,Murre,cold
466,2007,Murre,cold
467,2007,Murre,cold
468,2007,Murre,cold
469,2007,Murre,cold
470,2007,Murre,cold
471,2007,Murre,cold
472,2007,Murre,cold
473,2007,Murre,cold
474,2007,Murre,cold
475,2007,Murre,cold
476,2007,Murre,cold
477,2007,Murre,cold
478,2007,Murre,cold
479,2007,Murre,cold
480,2007,Murre,cold
481,2007,Murre,cold
482,2007,Murre,cold
483,2007,Murre,cold
484,2007,Murre,cold
485,2007,Murre,cold
486,2007,Murre,cold
487,2007,Murre,cold
488,2007,Murre,cold
489,2007,Murre,cold
490,2007,Murre,cold
491,2007,Murre,cold
492,2007,Murre,cold
493,2007,Murre,cold
494,2007,Murre,cold
495,2007,Murre,cold
496,2007,Murre,cold
497,2007,Murre,cold
498,2007,Murre,cold
499,2007,Murre,cold
500,2007,Murre,cold
501,2007,Murre,cold
502,2007,Murre,cold
503,2007,Murre,cold
504,2007,Murre,cold
505,2007,Cormorant,cold
506,2007,Cormorant,cold
507,2007,Cormorant,cold
508,2007,Cormorant,cold
509,2007,Cormorant,cold
510,2007,Cormorant,cold
511,2007,Cormorant,cold
512,2007,Cormorant,cold
513,2007,Cormorant,cold
514,2007,Cormorant,cold
515,2007,Cormorant,cold
516,2007,Cormorant,cold
517,2007,Cormorant,cold
518,2007,Cormorant,cold
519,2007,Cormorant,cold
520,2007,Cormorant,cold
521,2007,Cormorant,cold
522,2007,Cormorant,cold
523,2007,Cormorant,cold
524,2007,Cormorant,cold
525,2007,Cormorant,cold
526,2007,Cormorant,cold
527,2007,Cormorant,cold
528,2007,Cormorant,cold
529,2007,Cormorant,cold
530,2007,Cormorant,cold
531,2007,Cormorant,cold
532,2007,Cormorant,cold
533,2007,Cormorant,cold
534,2007,Cormorant,cold
535,2007,Cormorant,cold
536,2007,Cormorant,cold
537,2007,Cormorant,cold
538,2007,Cormorant,cold
539,2007,Cormorant,cold
540,2007,Cormorant,cold
541,2007,Cormorant,cold
542,2007,Cormorant,cold
543,2007,Cormorant,cold
544,2007,Cormorant,cold
545,2007,Cormorant,cold
546,2007,Cormorant,cold
547,2007,Cormorant,cold
548,2007,Cormorant,cold
549,2007,Cormorant,cold
550,2007,Cormorant,cold
551,2007,Cormorant,cold
552,2007,Cormorant,cold
553,2007,Cormorant,cold
554,2007,Cormorant,cold
555,2007,Cormorant,cold
556,2007,Cormorant,cold
557,2007,Cormorant,cold
558,2007,Cormorant,cold
559,2007,Cormorant,cold
560,2007,Cormorant,cold
561,2007,Cormorant,cold
562,2007,Cormorant,cold
563,2007,Cormorant,cold
564,2007,Cormorant,cold
565,2007,Gull,cold
566,2007,Gull,cold
567,2007,Gull,cold
568,2007,Gull,cold
569,2007,Gull,cold
570,2007,Gull,cold
571,2007,Gull,cold
572,2007,Gull,cold
573,2007,Gull,cold
574,2007,Gull,cold
575,2007,Gull,cold
576,2007,Gull,cold
577,2007,Gull,cold
578,2007,Gull,cold
579,2007,Gull,cold
580,2007,Gull,cold
581,2007,Gull,cold
582,2007,Gull,cold
583,2007,Gull,cold
584,2007,Gull,cold
585,2007,Gull,cold
586,2007,Gull,cold
587,2007,Gull,cold
588,2007,Gull,cold
589,2007,Gull,cold
590,2007,Gull,cold
591,2007,Gull,cold
592,2007,Gull,cold
593,2007,Gull,cold
594,2007,Gull,cold
595,2007,Gull,cold
596,2007,Gull,cold
597,2007,Gull,cold
598,2007,Gull,cold
599,2007,Gull,cold
600,2007,Gull,cold
601,2007,Gull,cold
602,2007,Gull,cold
603,2007,Gull,cold
604,2007,Gull,cold
605,2007,Gull,cold
606,2007,Gull,cold
607,2007,Gull,cold
608,2007,Gull,cold
609,2007,Gull,cold
610,2007,Gull,cold
611,2007,Gull,cold
612,2007,Gull,cold
613,2007,Gull,cold
614,2007,Gull,cold
615,2007,Gull,cold
616,2007,Gull,cold
617,2007,Gull,cold
618,2007,Gull,cold
619,2007,Gull,cold
620,2007,Gull,cold
621,2007,Gull,cold
622,2007,Gull,cold
623,2007,Gull,cold
624,2007,Gull,cold
625,2007,Gull,cold
626,2007,Gull,cold
627,2007,Gull,cold
628,2007,Gull,cold
629,2007,Gull,cold
630,2007,Gull,cold
631,2007,Gull,cold
632,2007,Gull,cold
633,2007,Gull,cold
634,2007,Gull,cold
635,2007,Gull,cold
636,2007,Gull,cold
637,2007,Gull,cold
638,2007,Gull,cold
639,2007,Gull,cold
640,2007,Gull,cold
641,2007,Gull,cold
642,2007,Gull,cold
643,2007,Gull,cold
644,2007,Gull,cold
645,2007,Gull,cold
646,2007,Gull,cold
647,2007,Gull,cold
648,2007,Gull,cold
649,2007,Gull,cold
650,2007,Gull,cold
651,2007,Gull,cold
652,2007,Gull,cold
653,2007,Gull,cold
654,2007,Gull,cold
655,2007,Gull,cold
656,2007,Gull,cold
657,2007,Gull,cold
658,2007,Gull,cold
659,2007,Gull,cold
660,2007,Gull,cold
661,2007,Gull,cold
662,2007,Gull,cold
663,2007,Gull,cold
664,2007,Gull,cold
665,2007,Gull,cold
666,2007,Gull,cold
667,2007,Gull,cold
668,2007,Gull,cold
669,2007,Gull,cold
670,2007,Gull,cold
671,2007,Gull,cold
672,2007,Gull,cold
673,2007,Gull,cold
674,2007,Gull,cold
675,2007,Gull,cold
676,2007,Gull,cold
677,2007,Gull,cold
678,2007,Gull,cold
679,2007,Gull,cold
680,2007,Gull,cold
681,2007,Gull,cold
682,2007,Gull,cold
683,2007,Gull,cold
684,2007,Gull,cold
685,2007,Gull,cold
686,2007,Gull,cold
687,2007,Gull,cold
688,2007,Gull,cold
689,2007,Gull,cold
690,2007,Gull,cold
691,2007,Gull,cold
692,2007,Gull,cold
693,2007,Gull,cold
694,2007,Gull,cold
695,2007,Gull,cold
696,2007,Gull,cold
697,2007,Gull,cold
698,2007,Gull,cold
699,2007,Gull,cold
700,2007,Gull,cold
701,2007,Gull,cold
702,2007,Gull,cold
703,2007,Gull,cold
704,2007,Gull,cold
705,2007,Gull,cold
706,2007,Gull,cold
707,2007,Gull,cold
708,2007,Gull,cold
709,2007,Gull,cold
710,2007,Gull,cold
711,2007,Gull,cold
712,2007,Gull,cold
713,2007,Gull,cold
714,2007,Gull,cold
715,2007,Gull,cold
716,2007,Gull,cold
717,2007,Gull,cold
718,2007,Gull,cold
719,2007,Gull,cold
720,2007,Gull,cold
721,2007,Gull,cold
722,2007,Gull,cold
723,2007,Gull,cold
724,2007,Gull,cold
725,2007,Gull,cold
726,2007,Gull,cold
727,2007,Gull,cold
728,2007,Gull,cold
729,2007,Gull,cold
730,2007,Gull,cold
731,2007,Gull,cold
732,2007,Gull,cold
733,2007,Gull,cold
734,2007,Gull,cold
735,2007,Gull,cold
736,2007,Gull,cold
737,2007,Gull,cold
738,2007,Gull,cold
739,2007,Gull,cold
740,2007,Gull,cold
741,2007,Gull,cold
742,2007,Gull,cold
743,2007,Gull,cold
744,2007,Gull,cold
745,2007,Gull,cold
746,2007,Gull,cold
747,2007,Gull,cold
748,2007,Gull,cold
749,2007,Gull,cold
750,2007,Gull,cold
751,2007,Gull,cold
752,2007,Puffin,cold
753,2007,Puffin,cold
754,2007,Puffin,cold
755,2007,Puffin,cold
756,2007,Puffin,cold
757,2007,Puffin,cold
758,2007,Puffin,cold
759,2007,Puffin,cold
760,2007,Puffin,cold
761,2007,Puffin,cold
762,2007,Puffin,cold
763,2007,Puffin,cold
764,2007,Puffin,cold
765,2007,Puffin,cold
766,2007,Puffin,cold
767,2007,Puffin,cold
768,2007,Puffin,cold
769,2007,Puffin,cold
770,2007,Puffin,cold
771,2007,Puffin,cold
772,2007,Puffin,cold
773,2007,Puffin,cold
774,2007,Puffin,cold
775,2007,Puffin,cold
776,2007,Puffin,cold
777,2007,Puffin,cold
778,2007,Puffin,cold
779,2007,Puffin,cold
780,2007,Puffin,cold
781,2007,Puffin,cold
782,2007,Puffin,cold
783,2007,Puffin,cold
784,2007,Puffin,cold
785,2007,Puffin,cold
786,2007,Puffin,cold
787,2007,Puffin,cold
788,2007,Puffin,cold
789,2007,Puffin,cold
790,2007,Puffin,cold
791,2007,Puffin,cold
792,2007,Puffin,cold
793,2007,Puffin,cold
794,2007,Puffin,cold
795,2007,Puffin,cold
796,2007,Puffin,cold
797,2007,Puffin,cold
798,2007,Puffin,cold
799,2007,Puffin,cold
800,2007,Puffin,cold
801,2007,Puffin,cold
802,2007,Puffin,cold
803,2007,Puffin,cold
804,2007,Puffin,cold
805,2007,Puffin,cold
806,2007,Puffin,cold
807,2007,Puffin,cold
808,2007,Puffin,cold
809,2007,Puffin,cold
810,2007,Puffin,cold
811,2007,Puffin,cold
812,2007,Puffin,cold
813,2007,Puffin,cold
814,2007,Puffin,cold
815,2007,Puffin,cold
816,2007,Puffin,cold
817,2007,Puffin,cold
818,2007,Puffin,cold
819,2007,Puffin,cold
820,2007,Puffin,cold
821,2007,Puffin,cold
822,2007,Puffin,cold
823,2007,Puffin,cold
824,2007,Puffin,cold
825,2007,Puffin,cold
826,2007,Puffin,cold
827,2007,Puffin,cold
828,2007,Puffin,cold
829,2007,Puffin,cold
830,2007,Puffin,cold
831,2007,Puffin,cold
832,2007,Puffin,cold
833,2007,Puffin,cold
834,2007,Puffin,cold
835,2007,Puffin,cold
836,2007,Puffin,cold
837,2007,Shearwater,cold
838,2007,Shearwater,cold
839,2007,Shearwater,cold
840,2007,Shearwater,cold
841,2007,Shearwater,cold
842,2007,Shearwater,cold
843,2007,Shearwater,cold
844,2007,Shearwater,cold
845,2007,Shearwater,cold
846,2007,Shearwater,cold
847,2007,Shearwater,cold
848,2007,Shearwater,cold
849,2007,Shearwater,cold
850,2007,Shearwater,cold
851,2007,Shearwater,cold
852,2007,Shearwater,cold
853,2007,Shearwater,cold
854,2007,Shearwater,cold
855,2007,Shearwater,cold
856,2007,Shearwater,cold
857,2007,Shearwater,cold
858,2007,Shearwater,cold
859,2007,Auklet,cold
860,2007,Auklet,cold
861,2007,Auklet,cold
862,2007,Auklet,cold
863,2007,Auklet,cold
864,2007,Auklet,cold
865,2007,Auklet,cold
866,2007,Auklet,cold
867,2007,Auklet,cold
868,2007,Auklet,cold
869,2007,Auklet,cold
870,2007,Auklet,cold
871,2007,Auklet,cold
872,2007,Auklet,cold
873,2007,Auklet,cold
874,2007,Auklet,cold
875,2008,Fulmar,cold
876,2008,Fulmar,cold
877,2008,Fulmar,cold
878,2008,Fulmar,cold
879,2008,Fulmar,cold
880,2008,Fulmar,cold
881,2008,Fulmar,cold
882,2008,Fulmar,cold
883,2008,Fulmar,cold
884,2008,Fulmar,cold
885,2008,Fulmar,cold
886,2008,Fulmar,cold
887,2008,Fulmar,cold
888,2008,Fulmar,cold
889,2008,Fulmar,cold
890,2008,Fulmar,cold
891,2008,Fulmar,cold
892,2008,Fulmar,cold
893,2008,Fulmar,cold
894,2008,Fulmar,cold
895,2008,Fulmar,cold
896,2008,Fulmar,cold
897,2008,Fulmar,cold
898,2008,Fulmar,cold
899,2008,Fulmar,cold
900,2008,Fulmar,cold
901,2008,Fulmar,cold
902,2008,Fulmar,cold
903,2008,Fulmar,cold
904,2008,Fulmar,cold
905,2008,Fulmar,cold
906,2008,Fulmar,cold
907,2008,Fulmar,cold
908,2008,Fulmar,cold
909,2008,Fulmar,cold
910,2008,Fulmar,cold
911,2008,Fulmar,cold
912,2008,Fulmar,cold
913,2008,Fulmar,cold
914,2008,Fulmar,cold
915,2008,Fulmar,cold
916,2008,Fulmar,cold
917,2008,Fulmar,cold
918,2008,Fulmar,cold
919,2008,Fulmar,cold
920,2008,Fulmar,cold
921,2008,Fulmar,cold
922,2008,Fulmar,cold
923,2008,Fulmar,cold
924,2008,Fulmar,cold
925,2008,Fulmar,cold
926,2008,Fulmar,cold
927,2008,Fulmar,cold
928,2008,Fulmar,cold
929,2008,Fulmar,cold
930,2008,Fulmar,cold
931,2008,Fulmar,cold
932,2008,Fulmar,cold
933,2008,Fulmar,cold
934,2008,Fulmar,cold
935,2008,Fulmar,cold
936,2008,Fulmar,cold
937,2008,Fulmar,cold
938,2008,Fulmar,cold
939,2008,Fulmar,cold
940,2008,Fulmar,cold
941,2008,Fulmar,cold
942,2008,Fulmar,cold
943,2008,Fulmar,cold
944,2008,Fulmar,cold
945,2008,Fulmar,cold
946,2008,Fulmar,cold
947,2008,Fulmar,cold
948,2008,Fulmar,cold
949,2008,Fulmar,cold
950,2008,Fulmar,cold
951,2008,Fulmar,cold
952,2008,Fulmar,cold
953,2008,Fulmar,cold
954,2008,Fulmar,cold
955,2008,Fulmar,cold
956,2008,Fulmar,cold
957,2008,Fulmar,cold
958,2008,Fulmar,cold
959,2008,Fulmar,cold
960,2008,Fulmar,cold
961,2008,Fulmar,cold
962,2008,Fulmar,cold
963,2008,Fulmar,cold
964,2008,Fulmar,cold
965,2008,Fulmar,cold
966,2008,Fulmar,cold
967,2008,Fulmar,cold
968,2008,Fulmar,cold
969,2008,Fulmar,cold
970,2008,Fulmar,cold
971,2008,Fulmar,cold
972,2008,Fulmar,cold
973,2008,Fulmar,cold
974,2008,Fulmar,cold
975,2008,Fulmar,cold
976,2008,Fulmar,cold
977,2008,Fulmar,cold
978,2008,Fulmar,cold
979,2008,Fulmar,cold
980,2008,Fulmar,cold
981,2008,Fulmar,cold
982,2008,Fulmar,cold
983,2008,Fulmar,cold
984,2008,Fulmar,cold
985,2008,Fulmar,cold
986,2008,Fulmar,cold
987,2008,Fulmar,cold
988,2008,Fulmar,cold
989,2008,Fulmar,cold
990,2008,Fulmar,cold
991,2008,Fulmar,cold
992,2008,Fulmar,cold
993,2008,Fulmar,cold
994,2008,Fulmar,cold
995,2008,Fulmar,cold
996,2008,Fulmar,cold
997,2008,Fulmar,cold
998,2008,Fulmar,cold
999,2008,Fulmar,cold
1000,2008,Fulmar,cold
1001,2008,Fulmar,cold
1002,2008,Fulmar,cold
1003,2008,Fulmar,cold
1004,2008,Fulmar,cold
1005,2008,Fulmar,cold
1006,2008,Fulmar,cold
1007,2008,Fulmar,cold
1008,2008,Fulmar,cold
1009,2008,Fulmar,cold
1010,2008,Fulmar,cold
1011,2008,Fulmar,cold
1012,2008,Fulmar,cold
1013,2008,Fulmar,cold
1014,2008,Fulmar,cold
1015,2008,Fulmar,cold
1016,2008,Fulmar,cold
1017,2008,Fulmar,cold
1018,2008,Fulmar,cold
1019,2008,Fulmar,cold
1020,2008,Fulmar,cold
1021,2008,Fulmar,cold
1022,2008,Fulmar,cold
1023,2008,Fulmar,cold
1024,2008,Fulmar,cold
1025,2008,Fulmar,cold
1026,2008,Fulmar,cold
1027,2008,Fulmar,cold
1028,2008,Fulmar,cold
1029,2008,Fulmar,cold
1030,2008,Fulmar,cold
1031,2008,Fulmar,cold
1032,2008,Fulmar,cold
1033,2008,Fulmar,cold
1034,2008,Fulmar,cold
1035,2008,Fulmar,cold
1036,2008,Fulmar,cold
1037,2008,Fulmar,cold
1038,2008,Fulmar,cold
1039,2008,Fulmar,cold
1040,2008,Fulmar,cold
1041,2008,Fulmar,cold
1042,2008,Fulmar,cold
1043,2008,Fulmar,cold
1044,2008,Fulmar,cold
1045,2008,Fulmar,cold
1046,2008,Fulmar,cold
1047,2008,Fulmar,cold
1048,2008,Fulmar,cold
1049,2008,Fulmar,cold
1050,2008,Fulmar,cold
1051,2008,Fulmar,cold
1052,2008,Fulmar,cold
1053,2008,Fulmar,cold
1054,2008,Fulmar,cold
1055,2008,Fulmar,cold
1056,2008,Fulmar,cold
1057,2008,Fulmar,cold
